fx_rate_id,base_currency,quote_currency,rate_date,rate,source,updated_at
fxr_c2fd8863,USD,INR,2026-08-01,82.04577252,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2465772f,USD,EUR,2026-08-01,0.90648215,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_477577ea,USD,GBP,2026-08-01,0.78091349,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_9b5df711,USD,AED,2026-08-01,3.60820537,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7d9f1c62,USD,SGD,2026-08-01,1.32142005,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_73333b59,USD,THB,2026-08-01,34.47364901,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8feeb1ce,USD,LKR,2026-08-01,291.35932266,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4d2087db,USD,NPR,2026-08-01,131.38456198,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_964d5217,USD,BTN,2026-08-01,81.71508334,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_594356ad,USD,MVR,2026-08-01,15.20558956,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4331a415,USD,JPY,2026-08-01,148.60111287,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_5f8c77b9,USD,KRW,2026-08-01,1325.51020253,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a18b7923,USD,KWD,2026-08-01,0.30203699,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2f422ae7,USD,BHD,2026-08-01,0.37071645,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8055e4e3,USD,AUD,2026-08-01,1.50742452,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4a702c46,USD,CAD,2026-08-01,1.34711622,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c750b59e,USD,CHF,2026-08-01,0.85968391,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8a500e08,USD,MYR,2026-08-01,4.41687971,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_dfff9d1c,USD,IDR,2026-08-01,15933.66796904,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_9894bf71,USD,VND,2026-08-01,24912.74277269,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7bc98921,USD,CNY,2026-08-01,7.12084185,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_3b55da1e,USD,QAR,2026-08-01,3.57517313,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_709d2e29,USD,SAR,2026-08-01,3.69165453,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_0f8e0241,USD,NZD,2026-08-01,1.64177146,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b8652ed5,INR,USD,2026-08-07,0.01180362,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4ca4e7fb,INR,EUR,2026-08-07,0.01091635,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_0331eaa5,INR,GBP,2026-08-07,0.00933466,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ed2ff181,INR,AED,2026-08-07,0.04342367,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ad3d58e3,INR,SGD,2026-08-07,0.01591231,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c9592114,INR,THB,2026-08-07,0.41567217,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c21156d7,INR,LKR,2026-08-07,3.50430143,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8151b6ae,INR,NPR,2026-08-07,1.57338241,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c58dd4b2,INR,BTN,2026-08-07,0.98254389,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_02cff156,INR,MVR,2026-08-07,0.18213677,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e067fab0,INR,JPY,2026-08-07,1.79871631,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8028e3a4,INR,KRW,2026-08-07,16.01161928,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_72c773ae,INR,KWD,2026-08-07,0.00363632,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_0d4d8a80,INR,BHD,2026-08-07,0.00443726,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8f30c8a9,INR,AUD,2026-08-07,0.01813075,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_dc3b0aa9,INR,CAD,2026-08-07,0.01620698,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_fc218cc4,INR,CHF,2026-08-07,0.01030984,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_540530ee,INR,MYR,2026-08-07,0.05274914,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_419158ba,INR,IDR,2026-08-07,192.43970918,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_9651e810,INR,VND,2026-08-07,300.29132392,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ea7f862e,INR,CNY,2026-08-07,0.08518125,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_f06dc6dd,INR,QAR,2026-08-07,0.04299683,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c9b5b179,INR,SAR,2026-08-07,0.04443231,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_37e743bf,INR,NZD,2026-08-07,0.01983555,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2b0b7423,USD,INR,2026-08-07,82.31934802,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_30d7bb45,USD,EUR,2026-08-07,0.91268398,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_88fc8458,USD,GBP,2026-08-07,0.78202371,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d5ad6613,USD,AED,2026-08-07,3.62422003,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_04da2aef,USD,SGD,2026-08-07,1.31864233,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d538e8df,USD,THB,2026-08-07,34.47513742,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_122b5c1c,USD,LKR,2026-08-07,292.05516992,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_1cc0625c,USD,NPR,2026-08-07,130.99293218,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b50afb72,USD,BTN,2026-08-07,81.76800952,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_18ddb46a,USD,MVR,2026-08-07,15.14609608,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b5d0870c,USD,JPY,2026-08-07,148.98143542,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_85d3d8b9,USD,KRW,2026-08-07,1333.82564993,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_48218131,USD,KWD,2026-08-07,0.3023282,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_470ff389,USD,BHD,2026-08-07,0.36964269,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d5674040,USD,AUD,2026-08-07,1.51524432,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7258d9ef,USD,CAD,2026-08-07,1.35271918,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d8bfce90,USD,CHF,2026-08-07,0.85917882,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_841b8ae1,USD,MYR,2026-08-07,4.42434352,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_cf8f6f93,USD,IDR,2026-08-07,16028.36936341,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e5d3fb82,USD,VND,2026-08-07,24957.87432755,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a930e443,USD,CNY,2026-08-07,7.12343617,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_bb8c691a,USD,QAR,2026-08-07,3.59241252,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d6bf938f,USD,SAR,2026-08-07,3.68093863,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_15888d39,USD,NZD,2026-08-07,1.64726402,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_3b9db9a7,INR,USD,2026-08-13,0.01188733,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_93a5ba21,INR,EUR,2026-08-13,0.01098788,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ca9e02d8,INR,GBP,2026-08-13,0.00934399,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b4928374,INR,AED,2026-08-13,0.04347554,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_13f54945,INR,SGD,2026-08-13,0.015948,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_27b97e14,INR,THB,2026-08-13,0.41449786,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_dc61b1d4,INR,LKR,2026-08-13,3.4984305,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_01e445e2,INR,NPR,2026-08-13,1.58270412,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d133fc40,INR,BTN,2026-08-13,0.9893749,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b9f80697,INR,MVR,2026-08-13,0.1820009,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_077b5d14,INR,JPY,2026-08-13,1.80398148,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e2e0f6e4,INR,KRW,2026-08-13,15.94248783,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_52373bca,INR,KWD,2026-08-13,0.00363735,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4b1eb6b0,INR,BHD,2026-08-13,0.00447101,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2543d5f6,INR,AUD,2026-08-13,0.01814423,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_5c15d787,INR,CAD,2026-08-13,0.01635069,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2370f676,INR,CHF,2026-08-13,0.01040379,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_55854e52,INR,MYR,2026-08-13,0.0529768,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a8542868,INR,IDR,2026-08-13,193.03954315,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d5c0503b,INR,VND,2026-08-13,301.19985957,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b2429154,INR,CNY,2026-08-13,0.08552963,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_84451f71,INR,QAR,2026-08-13,0.04322808,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_80c62728,INR,SAR,2026-08-13,0.0444074,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_48845621,INR,NZD,2026-08-13,0.01986886,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d1fdea43,USD,INR,2026-08-13,82.04144134,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b75ee71e,USD,EUR,2026-08-13,0.9160659,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_040db4cc,USD,GBP,2026-08-13,0.77981752,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_48e99952,USD,AED,2026-08-13,3.62774801,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b465aaa5,USD,SGD,2026-08-13,1.32196367,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a1991c80,USD,THB,2026-08-13,34.63786994,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_f36c0312,USD,LKR,2026-08-13,293.13563291,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e2866d45,USD,NPR,2026-08-13,131.92613088,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_99557ed3,USD,BTN,2026-08-13,81.98408567,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ac1a37bc,USD,MVR,2026-08-13,15.20357186,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b94f6af1,USD,JPY,2026-08-13,149.56948633,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_1bdd4376,USD,KRW,2026-08-13,1332.41130105,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_3324e4e9,USD,KWD,2026-08-13,0.3021293,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_f0e98fd3,USD,BHD,2026-08-13,0.37274294,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_40b18e91,USD,AUD,2026-08-13,1.50899427,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7503976e,USD,CAD,2026-08-13,1.35854774,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_148e90bf,USD,CHF,2026-08-13,0.8673374,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7e0e6783,USD,MYR,2026-08-13,4.4203869,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7eca4491,USD,IDR,2026-08-13,16039.04601305,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_daad7571,USD,VND,2026-08-13,25027.7726899,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_bbabdcc5,USD,CNY,2026-08-13,7.15048306,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8fc855c5,USD,QAR,2026-08-13,3.60674587,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a5ae8e56,USD,SAR,2026-08-13,3.69459213,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_3ba50875,USD,NZD,2026-08-13,1.65386935,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_49ec88c0,INR,USD,2026-08-19,0.01187971,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_81d564b2,INR,EUR,2026-08-19,0.01098835,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_123952f2,INR,GBP,2026-08-19,0.00942025,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_cb0f270d,INR,AED,2026-08-19,0.04359916,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_1026e88c,INR,SGD,2026-08-19,0.01599715,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e28e756e,INR,THB,2026-08-19,0.41654734,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_6505c72d,INR,LKR,2026-08-19,3.50060917,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_80e74621,INR,NPR,2026-08-19,1.58044888,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4e7398f7,INR,BTN,2026-08-19,0.99277216,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a97388d0,INR,MVR,2026-08-19,0.18378488,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d729c888,INR,JPY,2026-08-19,1.80588107,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_9b4f524b,INR,KRW,2026-08-19,16.0109033,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_d5383cad,INR,KWD,2026-08-19,0.00365471,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ccad363f,INR,BHD,2026-08-19,0.00446795,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e19b3d85,INR,AUD,2026-08-19,0.01826646,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8903cf35,INR,CAD,2026-08-19,0.01637901,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_1b83a98f,INR,CHF,2026-08-19,0.01036438,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b78d9420,INR,MYR,2026-08-19,0.05304795,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_be892931,INR,IDR,2026-08-19,193.03484803,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_023de606,INR,VND,2026-08-19,302.2695033,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_bc414648,INR,CNY,2026-08-19,0.08567288,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_82f45d49,INR,QAR,2026-08-19,0.04314025,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_bf204b52,INR,SAR,2026-08-19,0.04468746,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_34a80b3a,INR,NZD,2026-08-19,0.01984499,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4c278944,USD,INR,2026-08-19,82.27436592,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c1236cfe,USD,EUR,2026-08-19,0.91276525,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7c9bcd11,USD,GBP,2026-08-19,0.7821344,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_29387670,USD,AED,2026-08-19,3.64877108,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_02869c25,USD,SGD,2026-08-19,1.32781713,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_89681dcb,USD,THB,2026-08-19,34.82697528,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_588c6c8f,USD,LKR,2026-08-19,292.95283093,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ac0f2d88,USD,NPR,2026-08-19,131.77207668,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_fbe7f88a,USD,BTN,2026-08-19,82.54039204,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_5854aac3,USD,MVR,2026-08-19,15.2879979,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2f57a54b,USD,JPY,2026-08-19,149.74434169,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_20967acb,USD,KRW,2026-08-19,1338.45214234,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_0fa72179,USD,KWD,2026-08-19,0.30357039,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_aaf2e3b5,USD,BHD,2026-08-19,0.37422827,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_4c14baaf,USD,AUD,2026-08-19,1.5232304,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_bed18614,USD,CAD,2026-08-19,1.35836292,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_62f91eb8,USD,CHF,2026-08-19,0.86842012,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_eb41e88d,USD,MYR,2026-08-19,4.41983218,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8f8a541c,USD,IDR,2026-08-19,16091.92066262,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_07cd7c1b,USD,VND,2026-08-19,25119.34075647,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_714d7b33,USD,CNY,2026-08-19,7.14258649,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b59dbb61,USD,QAR,2026-08-19,3.59646224,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_5ad95dfd,USD,SAR,2026-08-19,3.72289872,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_482bf79d,USD,NZD,2026-08-19,1.65306888,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_7f78277f,INR,USD,2026-08-25,0.01193958,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2bd17e8c,INR,EUR,2026-08-25,0.01099471,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_316b88d3,INR,GBP,2026-08-25,0.00946257,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_3dc72fd3,INR,AED,2026-08-25,0.04376405,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_07647cc0,INR,SGD,2026-08-25,0.01598019,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_59b06958,INR,THB,2026-08-25,0.4184782,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ad142f33,INR,LKR,2026-08-25,3.53319088,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_74353677,INR,NPR,2026-08-25,1.59088524,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_9d9450cc,INR,BTN,2026-08-25,0.99457741,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2b908327,INR,MVR,2026-08-25,0.18407044,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8bbd9101,INR,JPY,2026-08-25,1.79937083,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_2d8d56ea,INR,KRW,2026-08-25,16.06840099,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_cd7ea4fb,INR,KWD,2026-08-25,0.0036578,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e8f8280f,INR,BHD,2026-08-25,0.00449785,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_5721952c,INR,AUD,2026-08-25,0.01823054,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_5055559a,INR,CAD,2026-08-25,0.01635162,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a7d33829,INR,CHF,2026-08-25,0.01038557,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_686c2cad,INR,MYR,2026-08-25,0.05326161,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_f3140c67,INR,IDR,2026-08-25,194.09748116,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_aaf3e1ef,INR,VND,2026-08-25,302.11527086,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e3409066,INR,CNY,2026-08-25,0.08628659,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8b29eadd,INR,QAR,2026-08-25,0.0434359,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_216915a8,INR,SAR,2026-08-25,0.04455684,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_8f5a9d1d,INR,NZD,2026-08-25,0.0199394,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_52e2050c,USD,INR,2026-08-25,82.75213156,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_0f5c9f80,USD,EUR,2026-08-25,0.91844184,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_91942fde,USD,GBP,2026-08-25,0.78771785,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c45fdc35,USD,AED,2026-08-25,3.64855369,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_e05b7a9e,USD,SGD,2026-08-25,1.33015586,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_a798d166,USD,THB,2026-08-25,34.86997238,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_649da67c,USD,LKR,2026-08-25,293.43603836,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_3e34b659,USD,NPR,2026-08-25,132.44583268,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_fdab1ff4,USD,BTN,2026-08-25,82.51665128,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ca3c277b,USD,MVR,2026-08-25,15.27031151,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_6a4a386d,USD,JPY,2026-08-25,150.49475557,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_746fc68e,USD,KRW,2026-08-25,1336.04915681,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_02f79e09,USD,KWD,2026-08-25,0.30487078,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_ccfb56e1,USD,BHD,2026-08-25,0.37299131,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_65985442,USD,AUD,2026-08-25,1.51787684,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_41554dff,USD,CAD,2026-08-25,1.36339828,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_5551938f,USD,CHF,2026-08-25,0.87053896,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_c56b98ce,USD,MYR,2026-08-25,4.44650704,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_755d512d,USD,IDR,2026-08-25,16183.37343952,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b2f57192,USD,VND,2026-08-25,25320.91048698,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_864357e3,USD,CNY,2026-08-25,7.179121,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_b757446b,USD,QAR,2026-08-25,3.6089367,kv_synthetic_feed,2026-08-18T10:00:00+05:30
fxr_15ba75da,USD,SAR,2026-08-25,3.72070675,kv_synthetic_feed,2026-08-18T10:00:00+05:30
