fare_id,flight_id,cabin_class,fare_class,base_fare,taxes,currency,baggage_kg,cabin_baggage_kg,changeable,change_fee,refundable,seats_total,status,updated_at
far_1716125d,flt_00e4954f,business,promo,36997.29,5919.57,INR,30,7,0,,0,11,active,2026-08-18T10:00:00+05:30
far_dd4243b7,flt_00e4954f,business,saver,41740.53,6678.49,INR,30,7,0,,0,11,active,2026-08-18T10:00:00+05:30
far_da31123b,flt_c1111ee1,economy,standard,5449.61,871.94,INR,15,7,0,,0,133,active,2026-08-18T10:00:00+05:30
far_b92ae94f,flt_c1111ee1,economy,saver,4795.65,767.30,INR,15,7,0,,0,53,active,2026-08-18T10:00:00+05:30
far_7b414556,flt_c1111ee1,business,saver,14866.53,2378.64,INR,30,7,0,,0,7,active,2026-08-18T10:00:00+05:30
far_dbbc8cf8,flt_c1111ee1,business,promo,13177.15,2108.34,INR,30,7,0,1581.26,0,15,active,2026-08-18T10:00:00+05:30
far_cdb42f0e,flt_d414eb3e,economy,saver,2274322.69,363891.63,IDR,15,7,0,,0,51,active,2026-08-18T10:00:00+05:30
far_de586ecc,flt_d414eb3e,economy,flex,3153038.27,504486.12,IDR,15,7,1,378364.59,1,115,active,2026-08-18T10:00:00+05:30
far_02b4c9c7,flt_d414eb3e,business,corporate,8813000.41,1410080.06,IDR,30,7,1,1057560.05,0,22,active,2026-08-18T10:00:00+05:30
far_e08edee7,flt_d414eb3e,business,promo,6249218.47,999874.96,IDR,30,7,0,749906.22,0,6,active,2026-08-18T10:00:00+05:30
far_21744b6d,flt_91976f00,economy,flex,6084.99,973.60,INR,15,7,1,730.20,1,36,active,2026-08-18T10:00:00+05:30
far_001c31d2,flt_4d30d0ae,economy,flex,4599374.42,735899.91,IDR,15,7,1,551924.93,1,38,active,2026-08-18T10:00:00+05:30
far_e2aea0c4,flt_4d30d0ae,economy,corporate,4146976.94,663516.31,IDR,15,7,1,497637.23,0,164,active,2026-08-18T10:00:00+05:30
far_5f8739a1,flt_4d30d0ae,business,standard,11686935.00,1869909.60,IDR,30,7,0,1402432.20,0,17,active,2026-08-18T10:00:00+05:30
far_65ef61ff,flt_4d30d0ae,business,flex,14258060.70,2281289.71,IDR,30,7,1,,1,35,active,2026-08-18T10:00:00+05:30
far_00e1f702,flt_28a5d7fc,economy,saver,12996.58,2079.45,INR,15,7,0,1559.59,0,137,active,2026-08-18T10:00:00+05:30
far_2e0ea8cd,flt_28a5d7fc,economy,corporate,16245.72,2599.32,INR,15,7,1,1949.49,0,64,active,2026-08-18T10:00:00+05:30
far_3b038f90,flt_28a5d7fc,business,standard,45783.41,7325.34,INR,30,7,0,5494.01,0,18,active,2026-08-18T10:00:00+05:30
far_bfd50bb2,flt_28a5d7fc,business,promo,35711.06,5713.77,INR,30,7,0,4285.33,0,26,active,2026-08-18T10:00:00+05:30
far_b8591b00,flt_bf118f5e,economy,promo,275.77,44.12,AED,15,7,0,33.09,0,136,active,2026-08-18T10:00:00+05:30
far_01ec3e29,flt_bf118f5e,economy,flex,431.34,69.01,AED,15,7,1,51.76,1,107,active,2026-08-18T10:00:00+05:30
far_19fc3568,flt_bf118f5e,business,corporate,1205.63,192.90,AED,30,7,1,144.68,0,6,active,2026-08-18T10:00:00+05:30
far_7b8b2713,flt_bf118f5e,business,saver,964.50,154.32,AED,30,7,0,115.74,0,9,active,2026-08-18T10:00:00+05:30
far_4f7a3a5c,flt_f7e92ee6,economy,corporate,6582.34,1053.17,INR,15,7,1,,0,20,active,2026-08-18T10:00:00+05:30
far_2e983028,flt_f7e92ee6,economy,flex,7300.42,1168.07,INR,15,7,1,,1,107,active,2026-08-18T10:00:00+05:30
far_93751b2d,flt_f7e92ee6,business,corporate,20405.26,3264.84,INR,30,7,1,2448.63,0,16,active,2026-08-18T10:00:00+05:30
far_e5d8e287,flt_f7e92ee6,business,flex,22631.29,3621.01,INR,30,7,1,,1,12,active,2026-08-18T10:00:00+05:30
far_a1b2fdc7,flt_da277eda,economy,flex,1189.13,190.26,MYR,15,7,1,142.70,1,47,active,2026-08-18T10:00:00+05:30
far_9efa2496,flt_da277eda,economy,standard,974.69,155.95,MYR,15,7,0,,0,35,active,2026-08-18T10:00:00+05:30
far_3a0300db,flt_da277eda,business,promo,2356.81,377.09,MYR,30,7,0,282.82,0,5,active,2026-08-18T10:00:00+05:30
far_0c108f7e,flt_da277eda,business,flex,3686.29,589.81,MYR,30,7,1,442.35,1,8,active,2026-08-18T10:00:00+05:30
far_2810109f,flt_ceb27f91,economy,standard,23.69,3.79,SGD,15,7,0,2.84,0,58,active,2026-08-18T10:00:00+05:30
far_b76c93eb,flt_ceb27f91,economy,corporate,26.05,4.17,SGD,15,7,1,3.13,0,115,active,2026-08-18T10:00:00+05:30
far_3118373f,flt_ceb27f91,business,saver,64.61,10.34,SGD,30,7,0,7.75,0,19,active,2026-08-18T10:00:00+05:30
far_a9ee4497,flt_ceb27f91,business,flex,89.58,14.33,SGD,30,7,1,,1,24,active,2026-08-18T10:00:00+05:30
far_0ae66936,flt_4e7e261d,economy,saver,3787.73,606.04,INR,15,7,0,,0,40,active,2026-08-18T10:00:00+05:30
far_41f94577,flt_0dce2ed4,economy,promo,7453.07,1192.49,INR,15,7,0,,0,60,active,2026-08-18T10:00:00+05:30
far_67bcfa15,flt_0dce2ed4,economy,standard,9555.22,1528.84,INR,15,7,0,1146.63,0,37,active,2026-08-18T10:00:00+05:30
far_c4d31cfd,flt_0dce2ed4,business,corporate,32583.31,5213.33,INR,30,7,1,3910.00,0,25,active,2026-08-18T10:00:00+05:30
far_b3652b63,flt_0dce2ed4,business,promo,23104.53,3696.72,INR,30,7,0,,0,27,active,2026-08-18T10:00:00+05:30
far_3d503b92,flt_acabaf80,economy,promo,513.04,82.09,AED,15,7,0,,0,161,active,2026-08-18T10:00:00+05:30
far_dec149e6,flt_acabaf80,economy,corporate,723.52,115.76,AED,15,7,1,,0,46,active,2026-08-18T10:00:00+05:30
far_09e0fdad,flt_acabaf80,business,flex,2487.60,398.02,AED,30,7,1,298.51,1,33,active,2026-08-18T10:00:00+05:30
far_eface4df,flt_acabaf80,business,promo,1590.43,254.47,AED,30,7,0,190.85,0,18,active,2026-08-18T10:00:00+05:30
far_f169011e,flt_8c762bfc,economy,corporate,7424.23,1187.88,INR,15,7,1,,0,129,active,2026-08-18T10:00:00+05:30
far_54fb6000,flt_4346a787,economy,flex,4107.43,657.19,INR,15,7,1,492.89,1,161,active,2026-08-18T10:00:00+05:30
far_362caca7,flt_4346a787,economy,corporate,3703.42,592.55,INR,15,7,1,,0,138,active,2026-08-18T10:00:00+05:30
far_c095f943,flt_4346a787,business,corporate,11480.62,1836.90,INR,30,7,1,1377.67,0,30,active,2026-08-18T10:00:00+05:30
far_e86caa56,flt_4346a787,business,standard,10436.92,1669.91,INR,30,7,0,1252.43,0,18,active,2026-08-18T10:00:00+05:30
far_0b3e4a30,flt_3af8fed0,economy,corporate,4494.07,719.05,INR,15,7,1,,0,93,active,2026-08-18T10:00:00+05:30
far_e29bff5d,flt_3af8fed0,economy,saver,3595.26,575.24,INR,15,7,0,431.43,0,22,active,2026-08-18T10:00:00+05:30
far_712e83ea,flt_3af8fed0,business,saver,11145.29,1783.25,INR,30,7,0,1337.44,0,26,active,2026-08-18T10:00:00+05:30
far_c4a1659a,flt_3af8fed0,business,corporate,13931.62,2229.06,INR,30,7,1,,0,30,active,2026-08-18T10:00:00+05:30
far_d5df8467,flt_0919587b,economy,corporate,5721.44,915.43,INR,15,7,1,686.57,0,43,active,2026-08-18T10:00:00+05:30
far_d9ffdc4c,flt_325e33b5,economy,flex,7824.28,1251.88,INR,15,7,1,938.91,1,158,active,2026-08-18T10:00:00+05:30
far_b1de9fe0,flt_325e33b5,economy,corporate,7054.68,1128.75,INR,15,7,1,846.56,0,156,active,2026-08-18T10:00:00+05:30
far_3512fc6c,flt_325e33b5,business,flex,24255.26,3880.84,INR,30,7,1,2910.63,1,22,active,2026-08-18T10:00:00+05:30
far_17104818,flt_325e33b5,business,promo,15507.46,2481.19,INR,30,7,0,,0,11,active,2026-08-18T10:00:00+05:30
far_312817b1,flt_acb837d6,economy,promo,2727.42,436.39,INR,15,7,0,,0,156,active,2026-08-18T10:00:00+05:30
far_79af1ed0,flt_acb837d6,economy,corporate,3846.36,615.42,INR,15,7,1,461.56,0,26,active,2026-08-18T10:00:00+05:30
far_7898c33e,flt_acb837d6,business,saver,9538.97,1526.24,INR,30,7,0,,0,34,active,2026-08-18T10:00:00+05:30
far_a530a1a5,flt_acb837d6,business,standard,10839.74,1734.36,INR,30,7,0,1300.77,0,7,active,2026-08-18T10:00:00+05:30
far_f91851a7,flt_b224b955,economy,flex,7981.16,1276.99,INR,15,7,1,957.74,1,96,active,2026-08-18T10:00:00+05:30
far_985d4965,flt_b224b955,economy,standard,6541.93,1046.71,INR,15,7,0,785.03,0,35,active,2026-08-18T10:00:00+05:30
far_ff047916,flt_b224b955,business,standard,20280.00,3244.80,INR,30,7,0,2433.60,0,36,active,2026-08-18T10:00:00+05:30
far_e6730988,flt_b224b955,business,corporate,22308.00,3569.28,INR,30,7,1,,0,23,active,2026-08-18T10:00:00+05:30
far_3d87d83e,flt_87f15b4f,economy,flex,10143.22,1622.92,INR,15,7,1,,1,116,active,2026-08-18T10:00:00+05:30
far_f7ffd3ec,flt_87f15b4f,economy,promo,6485.01,1037.60,INR,15,7,0,778.20,0,97,active,2026-08-18T10:00:00+05:30
far_286406ec,flt_87f15b4f,business,flex,31444.00,5031.04,INR,30,7,1,,1,31,active,2026-08-18T10:00:00+05:30
far_d88b5e68,flt_87f15b4f,business,standard,25773.77,4123.80,INR,30,7,0,3092.85,0,24,active,2026-08-18T10:00:00+05:30
far_7a4b07e3,flt_b97d3c9f,economy,saver,6643.82,1063.01,INR,15,7,0,,0,121,active,2026-08-18T10:00:00+05:30
far_28e7dd6a,flt_b97d3c9f,economy,promo,5888.84,942.21,INR,15,7,0,706.66,0,63,active,2026-08-18T10:00:00+05:30
far_cac30db4,flt_b97d3c9f,business,promo,18255.41,2920.87,INR,30,7,0,2190.65,0,25,active,2026-08-18T10:00:00+05:30
far_3e8d8610,flt_b97d3c9f,business,corporate,25744.81,4119.17,INR,30,7,1,3089.38,0,13,active,2026-08-18T10:00:00+05:30
far_bb8cccfe,flt_e662199e,economy,corporate,5890.34,942.45,INR,15,7,1,,0,134,active,2026-08-18T10:00:00+05:30
far_ac2db204,flt_e662199e,economy,flex,6532.93,1045.27,INR,15,7,1,,1,123,active,2026-08-18T10:00:00+05:30
far_b64d7d46,flt_e662199e,business,saver,14608.05,2337.29,INR,30,7,0,1752.97,0,30,active,2026-08-18T10:00:00+05:30
far_5bf8104f,flt_e662199e,business,corporate,18260.06,2921.61,INR,30,7,1,2191.21,0,27,active,2026-08-18T10:00:00+05:30
far_43081676,flt_1a6e4dce,economy,standard,5290.88,846.54,THB,15,7,0,634.91,0,87,active,2026-08-18T10:00:00+05:30
far_0f017df3,flt_1a6e4dce,economy,flex,6454.88,1032.78,THB,15,7,1,774.59,1,23,active,2026-08-18T10:00:00+05:30
far_13ff179d,flt_1a6e4dce,business,corporate,18041.91,2886.71,THB,30,7,1,2165.03,0,20,active,2026-08-18T10:00:00+05:30
far_e7342d43,flt_1a6e4dce,business,flex,20010.12,3201.62,THB,30,7,1,,1,28,active,2026-08-18T10:00:00+05:30
far_54d721ce,flt_cd8bb43c,economy,flex,5073.61,811.78,INR,15,7,1,608.83,1,134,active,2026-08-18T10:00:00+05:30
far_23d9bd76,flt_be457b05,economy,corporate,7057.08,1129.13,INR,15,7,1,,0,79,active,2026-08-18T10:00:00+05:30
far_ea66119b,flt_be457b05,economy,flex,7826.94,1252.31,INR,15,7,1,939.23,1,151,active,2026-08-18T10:00:00+05:30
far_b588d0ef,flt_be457b05,business,standard,19888.13,3182.10,INR,30,7,0,2386.58,0,37,active,2026-08-18T10:00:00+05:30
far_c814200d,flt_be457b05,business,flex,24263.52,3882.16,INR,30,7,1,,1,20,active,2026-08-18T10:00:00+05:30
far_3ac61261,flt_5775d41f,economy,promo,2399.22,383.87,INR,15,7,0,287.91,0,161,active,2026-08-18T10:00:00+05:30
far_74c93b9b,flt_5775d41f,economy,flex,3752.62,600.42,INR,15,7,1,,1,63,active,2026-08-18T10:00:00+05:30
far_38eb7344,flt_5775d41f,business,corporate,10488.88,1678.22,INR,30,7,1,1258.67,0,23,active,2026-08-18T10:00:00+05:30
far_8b122a0b,flt_5775d41f,business,saver,8391.10,1342.58,INR,30,7,0,,0,8,active,2026-08-18T10:00:00+05:30
far_a5ba0a12,flt_25724580,economy,standard,4443842.68,711014.83,IDR,15,7,0,,0,169,active,2026-08-18T10:00:00+05:30
far_233e3feb,flt_25724580,economy,saver,3910581.56,625693.05,IDR,15,7,0,,0,132,active,2026-08-18T10:00:00+05:30
far_345b1cbd,flt_25724580,business,standard,13775912.30,2204145.97,IDR,30,7,0,1653109.48,0,18,active,2026-08-18T10:00:00+05:30
far_391e7504,flt_25724580,business,saver,12122802.82,1939648.45,IDR,30,7,0,,0,20,active,2026-08-18T10:00:00+05:30
far_07ca5a7a,flt_91231433,economy,saver,3242620.54,518819.29,IDR,15,7,0,389114.47,0,93,active,2026-08-18T10:00:00+05:30
far_0b8ef986,flt_3c0c6448,economy,standard,8325.48,1332.08,INR,15,7,0,,0,34,active,2026-08-18T10:00:00+05:30
far_0fa22a98,flt_3c0c6448,economy,promo,6493.88,1039.02,INR,15,7,0,779.27,0,91,active,2026-08-18T10:00:00+05:30
far_82fb83a7,flt_3c0c6448,business,flex,31486.97,5037.92,INR,30,7,1,3778.44,1,5,active,2026-08-18T10:00:00+05:30
far_0c43094c,flt_3c0c6448,business,corporate,28389.89,4542.38,INR,30,7,1,3406.79,0,7,active,2026-08-18T10:00:00+05:30
far_f64f527b,flt_8946416f,economy,promo,320.71,51.31,AED,15,7,0,,0,20,active,2026-08-18T10:00:00+05:30
far_c1d4053c,flt_6dc27fde,economy,promo,7917.91,1266.87,INR,15,7,0,950.15,0,43,active,2026-08-18T10:00:00+05:30
far_d57b24c4,flt_6dc27fde,economy,saver,8933.03,1429.28,INR,15,7,0,,0,91,active,2026-08-18T10:00:00+05:30
far_65aea346,flt_6dc27fde,business,standard,31468.63,5034.98,INR,30,7,0,,0,25,active,2026-08-18T10:00:00+05:30
far_3f31dc61,flt_6dc27fde,business,saver,27692.40,4430.78,INR,30,7,0,3323.09,0,23,active,2026-08-18T10:00:00+05:30
far_db361706,flt_a29d29ce,economy,standard,4400.22,704.04,INR,15,7,0,528.03,0,112,active,2026-08-18T10:00:00+05:30
far_0455bcad,flt_a29d29ce,economy,promo,3432.17,549.15,INR,15,7,0,,0,80,active,2026-08-18T10:00:00+05:30
far_9ef453a6,flt_a29d29ce,business,flex,16641.64,2662.66,INR,30,7,1,,1,37,active,2026-08-18T10:00:00+05:30
far_69e4ac0b,flt_a29d29ce,business,promo,10639.73,1702.36,INR,30,7,0,,0,28,active,2026-08-18T10:00:00+05:30
far_2bccd708,flt_6033bfdb,economy,corporate,7587.96,1214.07,INR,15,7,1,910.56,0,26,active,2026-08-18T10:00:00+05:30
far_7d55a2c1,flt_6033bfdb,economy,saver,6070.37,971.26,INR,15,7,0,,0,21,active,2026-08-18T10:00:00+05:30
far_a83b94e0,flt_6033bfdb,business,saver,18818.14,3010.90,INR,30,7,0,,0,32,active,2026-08-18T10:00:00+05:30
far_24c1a747,flt_6033bfdb,business,standard,21384.25,3421.48,INR,30,7,0,2566.11,0,26,active,2026-08-18T10:00:00+05:30
far_bd802181,flt_ffe8b7bc,economy,corporate,917.70,146.83,MYR,15,7,1,,0,133,active,2026-08-18T10:00:00+05:30
far_accb38cb,flt_ffe8b7bc,economy,standard,834.27,133.48,MYR,15,7,0,,0,41,active,2026-08-18T10:00:00+05:30
far_d09eb3ef,flt_ffe8b7bc,business,promo,2017.27,322.76,MYR,30,7,0,,0,28,active,2026-08-18T10:00:00+05:30
far_b5c955d5,flt_ffe8b7bc,business,flex,3155.22,504.83,MYR,30,7,1,,1,31,active,2026-08-18T10:00:00+05:30
far_e7f49a2f,flt_d9b9be75,economy,standard,8382.42,1341.19,INR,15,7,0,,0,74,active,2026-08-18T10:00:00+05:30
far_88e63f37,flt_d9b9be75,economy,promo,6538.28,1046.13,INR,15,7,0,784.59,0,72,active,2026-08-18T10:00:00+05:30
far_7ff8e1c3,flt_d9b9be75,business,corporate,28584.04,4573.45,INR,30,7,1,,0,28,active,2026-08-18T10:00:00+05:30
far_64b5e056,flt_d9b9be75,business,saver,22867.23,3658.76,INR,30,7,0,,0,34,active,2026-08-18T10:00:00+05:30
far_2ef31f87,flt_adae9ec1,economy,standard,2540.11,406.42,INR,15,7,0,304.81,0,41,active,2026-08-18T10:00:00+05:30
far_08458ba2,flt_089657d8,economy,corporate,13334.17,2133.47,INR,15,7,1,1600.10,0,69,active,2026-08-18T10:00:00+05:30
far_ddaf4b05,flt_089657d8,economy,saver,10667.33,1706.77,INR,15,7,0,1280.08,0,47,active,2026-08-18T10:00:00+05:30
far_7e3dc3fb,flt_089657d8,business,flex,45845.29,7335.25,INR,30,7,1,5501.43,1,25,active,2026-08-18T10:00:00+05:30
far_b63a55fc,flt_089657d8,business,corporate,41335.92,6613.75,INR,30,7,1,,0,8,active,2026-08-18T10:00:00+05:30
far_d4068e8a,flt_19cbb719,economy,corporate,7850.61,1256.10,INR,15,7,1,942.07,0,69,active,2026-08-18T10:00:00+05:30
far_2b47103e,flt_58a343e2,economy,standard,1428.28,228.53,INR,15,7,0,171.39,0,48,active,2026-08-18T10:00:00+05:30
far_90596406,flt_58a343e2,economy,corporate,1571.11,251.38,INR,15,7,1,188.53,0,27,active,2026-08-18T10:00:00+05:30
far_aeddab37,flt_58a343e2,business,saver,3896.36,623.42,INR,30,7,0,467.56,0,30,active,2026-08-18T10:00:00+05:30
far_b37f6eda,flt_58a343e2,business,corporate,4870.45,779.27,INR,30,7,1,584.45,0,27,active,2026-08-18T10:00:00+05:30
far_57e2589e,flt_73e29e55,economy,saver,4591465.58,734634.49,IDR,15,7,0,550975.87,0,100,active,2026-08-18T10:00:00+05:30
far_9873da38,flt_73e29e55,economy,standard,5217574.52,834811.92,IDR,15,7,0,626108.94,0,92,active,2026-08-18T10:00:00+05:30
far_855de6e4,flt_73e29e55,business,flex,19732866.84,3157258.69,IDR,30,7,1,2367944.02,1,30,active,2026-08-18T10:00:00+05:30
far_b69c0125,flt_73e29e55,business,standard,16174481.02,2587916.96,IDR,30,7,0,1940937.72,0,38,active,2026-08-18T10:00:00+05:30
far_6f866cad,flt_2fddfe2f,economy,saver,5743.94,919.03,INR,15,7,0,,0,142,active,2026-08-18T10:00:00+05:30
far_ce7c4a77,flt_d2e8fa57,economy,flex,12349.00,1975.84,INR,15,7,1,,1,28,active,2026-08-18T10:00:00+05:30
far_0c9ec0f3,flt_d2e8fa57,economy,standard,10122.13,1619.54,INR,15,7,0,1214.66,0,28,active,2026-08-18T10:00:00+05:30
far_e1e97cf2,flt_d2e8fa57,business,saver,27613.18,4418.11,INR,30,7,0,3313.58,0,11,active,2026-08-18T10:00:00+05:30
far_011771e3,flt_d2e8fa57,business,flex,38281.90,6125.10,INR,30,7,1,4593.83,1,31,active,2026-08-18T10:00:00+05:30
far_8d974075,flt_2f1d1545,economy,saver,5124.71,819.95,INR,15,7,0,614.97,0,169,active,2026-08-18T10:00:00+05:30
far_ed20a048,flt_fa51bb3d,economy,standard,4591.71,734.67,INR,15,7,0,551.01,0,51,active,2026-08-18T10:00:00+05:30
far_764ec57c,flt_fa51bb3d,economy,flex,5601.88,896.30,INR,15,7,1,,1,149,active,2026-08-18T10:00:00+05:30
far_9387419a,flt_fa51bb3d,business,standard,14234.30,2277.49,INR,30,7,0,1708.12,0,10,active,2026-08-18T10:00:00+05:30
far_05932de2,flt_fa51bb3d,business,saver,12526.18,2004.19,INR,30,7,0,1503.14,0,22,active,2026-08-18T10:00:00+05:30
far_e8df5997,flt_c2f042d2,economy,flex,26235.34,4197.65,INR,15,7,1,3148.24,1,67,active,2026-08-18T10:00:00+05:30
far_260b7e32,flt_c2f042d2,economy,promo,16773.41,2683.75,INR,15,7,0,,0,84,active,2026-08-18T10:00:00+05:30
far_f3bed607,flt_c2f042d2,business,standard,66663.57,10666.17,INR,30,7,0,7999.63,0,10,active,2026-08-18T10:00:00+05:30
